Date,Season,Div,HomeTeam,AwayTeam,Referee,confidence,home_cards_last5,away_cards_last5,total_cards_last5,predicted_cards,over_4_5_prob,under_model_prob,under_book_prob,MarketMode,value_edge,signal,Pick,Odds,Stake,total_cards,Result,Profit
2023-02-11,2023,E0,Bournemouth,Newcastle,S Attwell,HIGH CONFIDENCE,1.8,1.6,3.4000000000000004,3.1424887,0.07596441,0.9240356,0.7963165852268993,Rolling market,0.12771902354156384,STRONG UNDER,UNDER 4.5,1.26,1.0,5,LOSS,-1.0
2023-02-11,2023,E0,Fulham,Nott'm Forest,A Madley,HIGH CONFIDENCE,1.6,1.4,3.0,2.917329,0.056671806,0.9433282,0.7746098957568639,Rolling market,0.16871830601391857,STRONG UNDER,UNDER 4.5,1.29,1.0,1,WIN,0.29000000000000004
2023-02-13,2023,E0,Liverpool,Everton,S Hooper,HIGH CONFIDENCE,0.6,2.0,2.6,2.324127,0.108856894,0.8911431,0.7820396322778345,Rolling market,0.10910345129455323,STRONG UNDER,UNDER 4.5,1.28,1.0,4,WIN,0.28
2023-02-18,2023,E0,Nott'm Forest,Man City,G Scott,HIGH CONFIDENCE,2.0,1.8,3.8,3.56496,0.06063944,0.93936056,0.7601904761904763,Rolling market,0.1791700827961875,STRONG UNDER,UNDER 4.5,1.32,1.0,1,WIN,0.32000000000000006
2023-02-18,2023,E0,Newcastle,Liverpool,A Taylor,HIGH CONFIDENCE,2.0,1.4,3.4,3.3368363,0.072545156,0.9274548,0.7569873715893476,Rolling market,0.17046745762665583,STRONG UNDER,UNDER 4.5,1.32,1.0,2,WIN,0.32000000000000006
2023-02-24,2023,E0,Fulham,Wolves,M Oliver,HIGH CONFIDENCE,1.2,3.2,4.4,2.7888043,0.15349565,0.84650433,0.7616143500459359,Rolling market,0.08488998058913488,STRONG UNDER,UNDER 4.5,1.31,1.0,2,WIN,0.31000000000000005
2023-02-25,2023,E0,Leicester,Arsenal,C Pawson,HIGH CONFIDENCE,1.4,1.8,3.2,3.7066944,0.1877859,0.81221414,0.7558534136546184,Rolling market,0.05636072246903878,STRONG UNDER,UNDER 4.5,1.32,1.0,1,WIN,0.32000000000000006
2023-02-25,2023,E0,West Ham,Nott'm Forest,J Gillett,HIGH CONFIDENCE,1.4,1.4,2.8,2.5453262,0.10750082,0.8924992,0.7586415685412401,Rolling market,0.1338576399090773,STRONG UNDER,UNDER 4.5,1.32,1.0,0,WIN,0.32000000000000006
2023-02-25,2023,E0,Bournemouth,Man City,P Tierney,HIGH CONFIDENCE,2.0,1.2,3.2,3.0787518,0.08938852,0.9106115,0.7645208728652751,Rolling market,0.1460906374115193,STRONG UNDER,UNDER 4.5,1.31,1.0,4,WIN,0.31000000000000005
2023-02-25,2023,E0,Crystal Palace,Liverpool,D England,HIGH CONFIDENCE,2.0,1.6,3.6,3.2758617,0.111856736,0.88814324,0.7673455054949867,Rolling market,0.12079773591050036,STRONG UNDER,UNDER 4.5,1.3,1.0,7,LOSS,-1.0
2023-03-01,2023,E0,Liverpool,Wolves,P Tierney,HIGH CONFIDENCE,0.8,2.6,3.4000000000000004,3.0737085,0.14570157,0.8542984,0.7573197894736843,Rolling market,0.09697862332615093,STRONG UNDER,UNDER 4.5,1.32,1.0,5,LOSS,-1.0
2023-03-04,2023,E0,Brighton,West Ham,S Attwell,HIGH CONFIDENCE,1.8,1.4,3.2,3.236805,0.10442571,0.8955743,0.7471712962378686,Rolling market,0.14840297544105596,STRONG UNDER,UNDER 4.5,1.34,1.0,3,WIN,0.3400000000000001
2023-03-05,2023,E0,Liverpool,Man United,A Madley,HIGH CONFIDENCE,1.2,1.8,3.0,2.8391414,0.18855774,0.81144226,0.7430119047619047,Rolling market,0.06843035121191121,STRONG UNDER,UNDER 4.5,1.35,1.0,5,LOSS,-1.0
2023-03-05,2023,E0,Nott'm Forest,Everton,J Brooks,HIGH CONFIDENCE,1.8,2.0,3.8,3.0494416,0.09596774,0.90403223,0.737246802308634,Rolling market,0.16678542806856322,STRONG UNDER,UNDER 4.5,1.36,1.0,8,LOSS,-1.0
2023-03-06,2023,E0,Brentford,Fulham,A Taylor,HIGH CONFIDENCE,1.6,3.6,5.2,3.0433116,0.08631317,0.9136868,0.7316099470412157,Rolling market,0.18207686488276498,STRONG UNDER,UNDER 4.5,1.37,1.0,3,WIN,0.3700000000000001
2023-03-11,2023,E0,Bournemouth,Liverpool,J Brooks,HIGH CONFIDENCE,2.2,2.6,4.800000000000001,3.745314,0.14036883,0.8596312,0.7342270882362973,Rolling market,0.1254040925269473,STRONG UNDER,UNDER 4.5,1.36,1.0,3,WIN,0.3600000000000001
2023-03-15,2023,E0,Southampton,Brentford,M Salisbury,HIGH CONFIDENCE,2.0,1.4,3.4,2.680246,0.11543155,0.88456845,0.75959686888454,Rolling market,0.12497158395054297,STRONG UNDER,UNDER 4.5,1.32,1.0,3,WIN,0.32000000000000006
2023-03-17,2023,E0,Nott'm Forest,Newcastle,P Tierney,HIGH CONFIDENCE,2.2,2.6,4.800000000000001,2.8129625,0.066675015,0.933325,0.7616331052460085,Rolling market,0.1716918874106993,STRONG UNDER,UNDER 4.5,1.31,1.0,6,LOSS,-1.0
2023-04-01,2023,E0,Nott'm Forest,Wolves,C Kavanagh,HIGH CONFIDENCE,2.8,1.8,4.6,2.7711477,0.06700468,0.9329953,0.7465965250965251,Rolling market,0.18639879426993,STRONG UNDER,UNDER 4.5,1.34,1.0,8,LOSS,-1.0
2023-04-01,2023,E0,Bournemouth,Fulham,P Bankes,HIGH CONFIDENCE,2.2,4.2,6.4,3.1141913,0.034294426,0.9657056,0.7565918217500477,Rolling market,0.20911375180875968,STRONG UNDER,UNDER 4.5,1.32,1.0,5,LOSS,-1.0
2023-04-04,2023,E0,Leicester,Aston Villa,G Scott,HIGH CONFIDENCE,1.6,1.6,3.2,3.2548857,0.20079754,0.79920244,0.7411708307484068,Rolling market,0.058031611420782614,STRONG UNDER,UNDER 4.5,1.35,1.0,2,WIN,0.3500000000000001
2023-04-04,2023,E0,Chelsea,Liverpool,A Taylor,HIGH CONFIDENCE,2.2,1.8,4.0,3.414951,0.17378823,0.82621175,0.7496625040025616,Rolling market,0.07654924650479311,STRONG UNDER,UNDER 4.5,1.33,1.0,5,LOSS,-1.0
2023-04-04,2023,E0,Leeds,Nott'm Forest,R Jones,HIGH CONFIDENCE,2.0,1.2,3.2,3.5522668,0.12927483,0.87072515,0.7453826734766908,Rolling market,0.12534248140001814,STRONG UNDER,UNDER 4.5,1.34,1.0,5,LOSS,-1.0
2023-04-08,2023,E0,Brentford,Newcastle,C Kavanagh,HIGH CONFIDENCE,1.0,2.2,3.2,3.4432516,0.061086576,0.9389134,0.7366575814755283,Rolling market,0.20225582346603055,STRONG UNDER,UNDER 4.5,1.36,1.0,0,WIN,0.3600000000000001
2023-04-08,2023,E0,Fulham,West Ham,J Gillett,HIGH CONFIDENCE,1.4,1.6,3.0,3.54207,0.045738712,0.9542613,0.7384710662398424,Rolling market,0.21579023670815567,STRONG UNDER,UNDER 4.5,1.35,1.0,2,WIN,0.3500000000000001
2023-04-22,2023,E0,Brentford,Aston Villa,M Salisbury,HIGH CONFIDENCE,0.8,1.2,2.0,3.4102159,0.098908186,0.9010918,0.7480299906279289,Rolling market,0.15306182341320884,STRONG UNDER,UNDER 4.5,1.34,1.0,5,LOSS,-1.0
2023-04-23,2023,E0,Bournemouth,West Ham,A Taylor,HIGH CONFIDENCE,1.6,1.6,3.2,2.8822012,0.04932208,0.95067793,0.7454967728922953,Rolling market,0.20518115841645101,STRONG UNDER,UNDER 4.5,1.34,1.0,3,WIN,0.3400000000000001
2023-04-26,2023,E0,West Ham,Liverpool,C Kavanagh,HIGH CONFIDENCE,0.8,2.4,3.2,2.7036214,0.12453823,0.87546176,0.7426851851851852,Rolling market,0.13277657199788973,STRONG UNDER,UNDER 4.5,1.35,1.0,0,WIN,0.3500000000000001
2023-04-26,2023,E0,Nott'm Forest,Brighton,J Gillett,HIGH CONFIDENCE,2.8,1.2,4.0,2.358769,0.17242518,0.82757485,0.7412604741546833,Rolling market,0.08631437497403982,STRONG UNDER,UNDER 4.5,1.35,1.0,2,WIN,0.3500000000000001
2023-04-27,2023,E0,Everton,Newcastle,A Marriner,HIGH CONFIDENCE,1.8,1.4,3.2,3.2587922,0.16256161,0.8374384,0.7440926483499002,Rolling market,0.09334575621018892,STRONG UNDER,UNDER 4.5,1.34,1.0,3,WIN,0.3400000000000001
2023-04-27,2023,E0,Southampton,Bournemouth,D England,HIGH CONFIDENCE,1.8,2.8,4.6,2.5653422,0.15945618,0.8405438,0.7454831886567305,Rolling market,0.0950606178961565,STRONG UNDER,UNDER 4.5,1.34,1.0,3,WIN,0.3400000000000001
2023-04-29,2023,E0,Brentford,Nott'm Forest,P Bankes,HIGH CONFIDENCE,1.2,2.0,3.2,3.1690946,0.06033124,0.9396688,0.7482147601476015,Rolling market,0.1914540144571959,STRONG UNDER,UNDER 4.5,1.34,1.0,3,WIN,0.3400000000000001
2023-05-03,2023,E0,Man City,West Ham,J Brooks,HIGH CONFIDENCE,1.6,1.8,3.4000000000000004,3.097771,0.1477263,0.8522737,0.7492973804373949,Rolling market,0.10297632218406505,STRONG UNDER,UNDER 4.5,1.33,1.0,1,WIN,0.33000000000000007
2023-05-06,2023,E0,Liverpool,Brentford,A Taylor,HIGH CONFIDENCE,1.8,1.6,3.4000000000000004,1.5648,0.1021311,0.8978689,0.74880032661265,Rolling market,0.14906854507619283,STRONG UNDER,UNDER 4.5,1.34,1.0,6,LOSS,-1.0
2023-05-07,2023,E0,West Ham,Man United,P Bankes,HIGH CONFIDENCE,0.8,2.2,3.0,2.3674502,0.13512805,0.864872,0.7425280367914828,Rolling market,0.1223439419682828,STRONG UNDER,UNDER 4.5,1.35,1.0,2,WIN,0.3500000000000001
2023-05-14,2023,E0,Brentford,West Ham,M Oliver,HIGH CONFIDENCE,1.0,1.8,2.8,2.4975839,0.067643866,0.9323561,0.7399010866483984,Rolling market,0.1924550325074854,STRONG UNDER,UNDER 4.5,1.35,1.0,1,WIN,0.3500000000000001
2023-05-15,2023,E0,Leicester,Liverpool,C Pawson,HIGH CONFIDENCE,1.6,1.4,3.0,2.4765925,0.12263377,0.87736624,0.7422493279569892,Rolling market,0.13511691683594906,STRONG UNDER,UNDER 4.5,1.35,1.0,3,WIN,0.3500000000000001
2023-05-21,2023,E0,West Ham,Leeds,P Bankes,HIGH CONFIDENCE,0.6,2.8,3.4,2.6132994,0.110263206,0.8897368,0.7349834162812373,Rolling market,0.15475335530231982,STRONG UNDER,UNDER 4.5,1.36,1.0,4,WIN,0.3600000000000001
2023-05-28,2023,E0,Southampton,Liverpool,D England,HIGH CONFIDENCE,1.2,1.4,2.5999999999999996,2.4938147,0.08243533,0.9175647,0.7455067480654185,Rolling market,0.17205794204764913,STRONG UNDER,UNDER 4.5,1.34,1.0,2,WIN,0.3400000000000001
2023-05-28,2023,E0,Leicester,West Ham,S Hooper,HIGH CONFIDENCE,1.8,1.2,3.0,2.8156226,0.067571096,0.9324289,0.7434292368104847,Rolling market,0.18899965961666987,STRONG UNDER,UNDER 4.5,1.35,1.0,2,WIN,0.3500000000000001
2023-05-28,2023,E0,Man United,Fulham,R Jones,HIGH CONFIDENCE,1.8,1.6,3.4000000000000004,3.2311902,0.10819438,0.89180565,0.7444725457024128,Rolling market,0.1473331031012981,STRONG UNDER,UNDER 4.5,1.34,1.0,3,WIN,0.3400000000000001
2023-05-28,2023,E0,Brentford,Man City,J Brooks,HIGH CONFIDENCE,1.2,1.6,2.8,2.6959896,0.122932166,0.8770678,0.738071554770318,Rolling market,0.1389962495662298,STRONG UNDER,UNDER 4.5,1.35,1.0,4,WIN,0.3500000000000001
2023-08-11,2023,E0,Burnley,Man City,C Pawson,HIGH CONFIDENCE,1.8,1.2,3.0,2.4495919,0.08597701,0.914023,0.7465319688109162,Rolling market,0.1674910133095977,STRONG UNDER,UNDER 4.5,1.34,1.0,0,WIN,0.3400000000000001
2023-08-12,2023,E0,Arsenal,Nott'm Forest,M Oliver,HIGH CONFIDENCE,0.4,2.0,2.4,1.9360429,0.18030904,0.81969094,0.7475483305532782,Rolling market,0.07214261221100404,STRONG UNDER,UNDER 4.5,1.34,1.0,4,WIN,0.3400000000000001
2023-08-12,2023,E0,Bournemouth,West Ham,P Bankes,HIGH CONFIDENCE,1.0,1.2,2.2,2.782329,0.09337739,0.9066226,0.7485559536624946,Rolling market,0.15806663497199636,STRONG UNDER,UNDER 4.5,1.34,1.0,5,LOSS,-1.0
2023-08-12,2023,E0,Everton,Fulham,S Attwell,HIGH CONFIDENCE,1.4,1.2,2.5999999999999996,2.5413175,0.102903515,0.8970965,0.7471545454545455,Rolling market,0.14994196924729775,STRONG UNDER,UNDER 4.5,1.34,1.0,2,WIN,0.3400000000000001
2023-08-13,2023,E0,Brentford,Tottenham,R Jones,HIGH CONFIDENCE,1.8,2.2,4.0,3.2142975,0.14616607,0.8538339,0.7467695724076456,Rolling market,0.10706434139545495,STRONG UNDER,UNDER 4.5,1.34,1.0,5,LOSS,-1.0
2023-08-26,2023,E0,Man United,Nott'm Forest,S Attwell,HIGH CONFIDENCE,1.8,1.6,3.4000000000000004,3.3837893,0.1945139,0.8054861,0.7321573700425623,Rolling market,0.07332871298813837,STRONG UNDER,UNDER 4.5,1.37,1.0,8,LOSS,-1.0
2023-08-27,2023,E0,Burnley,Aston Villa,M Salisbury,HIGH CONFIDENCE,1.4,2.8,4.199999999999999,3.63041,0.025817994,0.974182,0.7300230781225636,Rolling market,0.24415893157439683,STRONG UNDER,UNDER 4.5,1.37,1.0,2,WIN,0.3700000000000001
2023-08-27,2023,E0,Newcastle,Liverpool,J Brooks,HIGH CONFIDENCE,2.2,1.4,3.6,3.3446681,0.16749714,0.83250284,0.7309986353105463,Rolling market,0.10150420663891657,STRONG UNDER,UNDER 4.5,1.37,1.0,3,WIN,0.3700000000000001
2023-09-02,2023,E0,Burnley,Tottenham,D England,HIGH CONFIDENCE,1.4,2.4,3.8,2.9548526,0.10392749,0.8960725,0.7327295497082462,Rolling market,0.16334295719635583,STRONG UNDER,UNDER 4.5,1.36,1.0,7,LOSS,-1.0
2023-09-02,2023,E0,Man City,Fulham,M Oliver,HIGH CONFIDENCE,0.8,1.4,2.2,2.8671455,0.09221087,0.9077891,0.7285807700170358,Rolling market,0.17920834112035433,STRONG UNDER,UNDER 4.5,1.37,1.0,6,LOSS,-1.0
2023-09-16,2023,E0,Newcastle,Brentford,C Pawson,HIGH CONFIDENCE,2.2,1.6,3.8000000000000003,3.17901,0.21061966,0.7893803,0.7272132373194822,Rolling market,0.06216707464646021,STRONG UNDER,UNDER 4.5,1.38,1.0,8,LOSS,-1.0
2023-09-16,2023,E0,West Ham,Man City,A Madley,HIGH CONFIDENCE,0.8,0.2,1.0,2.204416,0.031763103,0.9682369,0.723247972972973,Rolling market,0.24498895024480039,STRONG UNDER,UNDER 4.5,1.38,1.0,5,LOSS,-1.0
2023-09-16,2023,E0,Tottenham,Sheffield United,P Bankes,HIGH CONFIDENCE,1.4,2.2,3.6,3.084539,0.11458498,0.885415,0.7252236412236412,Rolling market,0.16019137638118663,STRONG UNDER,UNDER 4.5,1.38,1.0,11,LOSS,-1.0
2023-09-16,2023,E0,Man United,Brighton,J Gillett,HIGH CONFIDENCE,2.2,3.2,5.4,3.302705,0.20974728,0.7902527,0.7262783567312538,Rolling market,0.06397432881562115,STRONG UNDER,UNDER 4.5,1.38,1.0,4,WIN,0.3799999999999999
2023-09-17,2023,E0,Bournemouth,Chelsea,D Coote,HIGH CONFIDENCE,1.0,2.2,3.2,3.3292403,0.11585249,0.8841475,0.722224862582547,Rolling market,0.16192266225113217,STRONG UNDER,UNDER 4.5,1.38,1.0,6,LOSS,-1.0
2023-09-18,2023,E0,Nott'm Forest,Burnley,R Jones,HIGH CONFIDENCE,2.0,1.6,3.6,3.7080252,0.19360152,0.8063985,0.7212154882154882,Rolling market,0.08518302271743416,STRONG UNDER,UNDER 4.5,1.39,1.0,5,LOSS,-1.0
2023-09-23,2023,E0,Brentford,Everton,M Oliver,HIGH CONFIDENCE,1.4,2.6,4.0,2.7879052,0.14023358,0.8597664,0.7192873161210467,Rolling market,0.1404791075811933,STRONG UNDER,UNDER 4.5,1.39,1.0,4,WIN,0.3899999999999999
2023-09-23,2023,E0,Man City,Nott'm Forest,A Taylor,HIGH CONFIDENCE,0.6,2.6,3.2,2.077493,0.046283685,0.95371634,0.7201592561316478,Rolling market,0.23355708154916888,STRONG UNDER,UNDER 4.5,1.39,1.0,10,LOSS,-1.0
2023-09-24,2023,E0,Liverpool,West Ham,C Kavanagh,HIGH CONFIDENCE,1.6,1.8,3.4000000000000004,2.4292083,0.11959831,0.8804017,0.7126649958228907,Rolling market,0.1677366751098791,STRONG UNDER,UNDER 4.5,1.4,1.0,2,WIN,0.3999999999999999
2023-09-30,2023,E0,Wolves,Man City,C Pawson,HIGH CONFIDENCE,3.4,0.6,4.0,3.3457546,0.12943366,0.87056637,0.7127023746515649,Rolling market,0.1578639934514624,STRONG UNDER,UNDER 4.5,1.4,1.0,9,LOSS,-1.0
2023-09-30,2023,E0,West Ham,Sheffield United,G Scott,HIGH CONFIDENCE,1.2,2.8,4.0,2.1942003,0.04230742,0.95769256,0.7117962345505825,Rolling market,0.24589632898320046,STRONG UNDER,UNDER 4.5,1.4,1.0,2,WIN,0.3999999999999999
2023-10-07,2023,E0,Crystal Palace,Nott'm Forest,C Pawson,HIGH CONFIDENCE,1.2,3.8,5.0,3.1708984,0.19217543,0.80782455,0.706520714587823,Rolling market,0.10130383747135063,STRONG UNDER,UNDER 4.5,1.42,1.0,1,WIN,0.41999999999999993
2023-10-07,2023,E0,Man United,Brentford,A Madley,HIGH CONFIDENCE,2.4,2.4,4.8,3.193096,0.15719576,0.84280425,0.7101054346442662,Rolling market,0.13269881845708265,STRONG UNDER,UNDER 4.5,1.41,1.0,5,LOSS,-1.0
2023-10-07,2023,E0,Burnley,Chelsea,S Attwell,HIGH CONFIDENCE,1.6,3.0,4.6,3.0175283,0.08160375,0.91839623,0.7082743801652893,Rolling market,0.21012185434703978,STRONG UNDER,UNDER 4.5,1.41,1.0,6,LOSS,-1.0
2023-10-08,2023,E0,Arsenal,Man City,M Oliver,HIGH CONFIDENCE,1.4,1.2,2.5999999999999996,2.5562122,0.10915207,0.8908479,0.7083728821196827,Rolling market,0.18247503925177722,STRONG UNDER,UNDER 4.5,1.41,1.0,5,LOSS,-1.0
2023-10-08,2023,E0,West Ham,Newcastle,P Bankes,HIGH CONFIDENCE,1.4,2.2,3.6,3.2814722,0.22116986,0.7788302,0.7075378841191649,Rolling market,0.07129228651224384,STRONG UNDER,UNDER 4.5,1.41,1.0,6,LOSS,-1.0
2023-10-21,2023,E0,Bournemouth,Wolves,P Tierney,HIGH CONFIDENCE,0.8,2.4,3.2,3.0144155,0.112302825,0.88769716,0.7067127159946832,Rolling market,0.18098444424930482,STRONG UNDER,UNDER 4.5,1.42,1.0,8,LOSS,-1.0
2023-10-21,2023,E0,Liverpool,Everton,C Pawson,HIGH CONFIDENCE,1.6,2.8,4.4,3.3568,0.22547054,0.77452946,0.7016552312559992,Rolling market,0.072874225836286,STRONG UNDER,UNDER 4.5,1.43,1.0,2,WIN,0.42999999999999994
2023-10-29,2023,E0,Liverpool,Nott'm Forest,C Kavanagh,HIGH CONFIDENCE,1.0,3.6,4.6,1.8494229,0.14943847,0.8505615,0.7012969851309853,Rolling market,0.14926451446465683,STRONG UNDER,UNDER 4.5,1.43,1.0,5,LOSS,-1.0
2023-10-29,2023,E0,Brighton,Fulham,M Salisbury,HIGH CONFIDENCE,2.2,2.2,4.4,3.3042476,0.15277843,0.84722155,0.700443365695793,Rolling market,0.14677818762986006,STRONG UNDER,UNDER 4.5,1.43,1.0,3,WIN,0.42999999999999994
2023-10-29,2023,E0,West Ham,Everton,S Attwell,HIGH CONFIDENCE,2.0,2.0,4.0,3.7663176,0.22084737,0.77915263,0.6981094430992736,Rolling market,0.08104318866036997,STRONG UNDER,UNDER 4.5,1.43,1.0,5,LOSS,-1.0
2023-11-04,2023,E0,Brentford,West Ham,T Bramall,HIGH CONFIDENCE,1.8,2.2,4.0,2.781112,0.1685474,0.8314526,0.6965292772560228,Rolling market,0.13492333085249775,STRONG UNDER,UNDER 4.5,1.44,1.0,5,LOSS,-1.0
2023-11-04,2023,E0,Man City,Bournemouth,C Pawson,HIGH CONFIDENCE,1.6,2.6,4.2,2.7394385,0.04406425,0.9559358,0.6902973874598071,Rolling market,0.26563838877386603,STRONG UNDER,UNDER 4.5,1.45,1.0,1,WIN,0.44999999999999996
2023-11-04,2023,E0,Sheffield United,Wolves,R Jones,HIGH CONFIDENCE,2.6,3.6,6.2,3.3155632,0.24414189,0.7558581,0.6896250959592436,Rolling market,0.06623302734321612,STRONG UNDER,UNDER 4.5,1.45,1.0,5,LOSS,-1.0
2023-11-11,2023,E0,Man United,Luton,G Scott,HIGH CONFIDENCE,2.6,1.6,4.2,3.7792244,0.09630404,0.90369594,0.6884995669966548,Rolling market,0.2151963739747197,STRONG UNDER,UNDER 4.5,1.45,1.0,2,WIN,0.44999999999999996
2023-11-11,2023,E0,Bournemouth,Newcastle,C Kavanagh,HIGH CONFIDENCE,1.2,3.2,4.4,2.530671,0.14497979,0.8550202,0.6891541592414142,Rolling market,0.16586606580665098,STRONG UNDER,UNDER 4.5,1.45,1.0,3,WIN,0.44999999999999996
2023-11-12,2023,E0,West Ham,Nott'm Forest,M Salisbury,HIGH CONFIDENCE,2.6,3.8,6.4,1.3018937,0.06667101,0.933329,0.6842686614583952,Rolling market,0.24906032470951256,STRONG UNDER,UNDER 4.5,1.46,1.0,4,WIN,0.45999999999999996
2023-11-12,2023,E0,Brighton,Sheffield United,J Brooks,HIGH CONFIDENCE,1.8,2.8,4.6,3.032186,0.06807498,0.931925,0.6863672780293147,Rolling market,0.24555772073090865,STRONG UNDER,UNDER 4.5,1.46,1.0,5,LOSS,-1.0
2023-11-12,2023,E0,Chelsea,Man City,A Taylor,HIGH CONFIDENCE,2.2,2.0,4.2,3.218981,0.2113028,0.7886972,0.6848908383323659,Rolling market,0.10380634479980577,STRONG UNDER,UNDER 4.5,1.46,1.0,8,LOSS,-1.0
2023-11-25,2023,E0,Man City,Liverpool,C Kavanagh,HIGH CONFIDENCE,1.6,2.4,4.0,2.1685185,0.21166974,0.78833026,0.6853252335007953,Rolling market,0.103005023438139,STRONG UNDER,UNDER 4.5,1.46,1.0,4,WIN,0.45999999999999996
2023-11-25,2023,E0,Sheffield United,Bournemouth,A Madley,HIGH CONFIDENCE,2.4,2.2,4.6,3.3508928,0.09090221,0.9090978,0.6832715833818355,Rolling market,0.22582620733624315,STRONG UNDER,UNDER 4.5,1.46,1.0,5,LOSS,-1.0
2023-11-27,2023,E0,Fulham,Wolves,M Salisbury,HIGH CONFIDENCE,2.2,3.6,5.800000000000001,3.2007453,0.15804796,0.841952,0.6834956110597183,Rolling market,0.158456414830632,STRONG UNDER,UNDER 4.5,1.46,1.0,4,WIN,0.45999999999999996
2023-12-02,2023,E0,Brentford,Luton,A Taylor,HIGH CONFIDENCE,2.0,1.4,3.4,3.3515615,0.13385227,0.86614776,0.6851321317712573,Rolling market,0.18101562480528077,STRONG UNDER,UNDER 4.5,1.46,1.0,3,WIN,0.45999999999999996
2023-12-02,2023,E0,Burnley,Sheffield United,C Kavanagh,HIGH CONFIDENCE,1.6,2.6,4.2,3.0315156,0.06645661,0.9335434,0.6859438299718066,Rolling market,0.2475995541033582,STRONG UNDER,UNDER 4.5,1.46,1.0,7,LOSS,-1.0
2023-12-03,2023,E0,Liverpool,Fulham,S Attwell,HIGH CONFIDENCE,0.8,2.8,3.5999999999999996,2.7491598,0.1563769,0.8436231,0.6833379845201994,Rolling market,0.16028511719107374,STRONG UNDER,UNDER 4.5,1.46,1.0,0,WIN,0.45999999999999996
2023-12-03,2023,E0,West Ham,Crystal Palace,M Oliver,HIGH CONFIDENCE,2.6,2.8,5.4,2.363486,0.16635305,0.83364695,0.6827513131958286,Rolling market,0.1508956399100979,STRONG UNDER,UNDER 4.5,1.46,1.0,2,WIN,0.45999999999999996
2023-12-07,2023,E0,Tottenham,West Ham,M Salisbury,HIGH CONFIDENCE,2.8,2.2,5.0,3.5364904,0.2013113,0.7986887,0.686302628139048,Rolling market,0.1123860815968224,STRONG UNDER,UNDER 4.5,1.46,1.0,6,LOSS,-1.0
2023-12-16,2023,E0,Burnley,Everton,A Taylor,HIGH CONFIDENCE,1.2,1.6,2.8,3.3051643,0.1890927,0.8109073,0.6849365739881789,Rolling market,0.12597073029877792,STRONG UNDER,UNDER 4.5,1.46,1.0,1,WIN,0.45999999999999996
2023-12-17,2023,E0,Liverpool,Man United,M Oliver,HIGH CONFIDENCE,0.8,1.4,2.2,2.812889,0.2393012,0.7606988,0.6873429954392996,Rolling market,0.07335579987930396,STRONG UNDER,UNDER 4.5,1.45,1.0,6,LOSS,-1.0
2023-12-17,2023,E0,West Ham,Wolves,C Kavanagh,HIGH CONFIDENCE,2.4,3.0,5.4,3.4125624,0.23870502,0.76129496,0.6860382262996942,Rolling market,0.07525673467595273,STRONG UNDER,UNDER 4.5,1.46,1.0,4,WIN,0.45999999999999996
2023-12-23,2023,E0,Liverpool,Arsenal,C Kavanagh,HIGH CONFIDENCE,1.2,1.6,2.8,3.42223,0.26171473,0.7382853,0.684918500125723,Rolling market,0.05336680299012175,STRONG UNDER,UNDER 4.5,1.46,1.0,7,LOSS,-1.0
2023-12-26,2023,E0,Burnley,Liverpool,P Tierney,HIGH CONFIDENCE,1.0,2.2,3.2,2.292175,0.179952,0.820048,0.6820113818485426,Rolling market,0.13803659273794422,STRONG UNDER,UNDER 4.5,1.47,1.0,3,WIN,0.47
2023-12-26,2023,E0,Man United,Aston Villa,C Pawson,HIGH CONFIDENCE,2.2,2.8,5.0,3.5914483,0.2254608,0.77453923,0.6827363636363637,Rolling market,0.09180286861766462,STRONG UNDER,UNDER 4.5,1.46,1.0,4,WIN,0.45999999999999996
2023-12-30,2023,E0,Man City,Sheffield United,D Coote,HIGH CONFIDENCE,1.6,3.2,4.800000000000001,3.3244824,0.06949878,0.9305012,0.6788868357463399,Rolling market,0.25161438686413373,STRONG UNDER,UNDER 4.5,1.47,1.0,2,WIN,0.47
2024-01-12,2024,E0,Burnley,Luton,T Harrington,HIGH CONFIDENCE,1.0,1.2,2.2,3.4459622,0.29409593,0.70590407,0.5991659192825113,Rolling market,0.1067381472801413,STRONG UNDER,UNDER 4.5,1.67,1.0,1,WIN,0.6699999999999999
2024-01-13,2024,E0,Newcastle,Man City,C Kavanagh,HIGH CONFIDENCE,2.6,1.8,4.4,3.5700202,0.25768778,0.7423122,0.5990477611940299,Rolling market,0.1432644317228402,STRONG UNDER,UNDER 4.5,1.67,1.0,3,WIN,0.6699999999999999
2024-01-20,2024,E0,Arsenal,Crystal Palace,P Tierney,HIGH CONFIDENCE,0.8,1.8,2.6,2.6780035,0.26955685,0.7304431,0.6472924157004575,Rolling market,0.0831507043022891,STRONG UNDER,UNDER 4.5,1.54,1.0,0,WIN,0.54
2024-01-30,2024,E0,Crystal Palace,Sheffield United,T Harrington,HIGH CONFIDENCE,2.4,2.8,5.199999999999999,3.0893567,0.1248355,0.8751645,0.6769251297257228,Rolling market,0.19823937909385725,STRONG UNDER,UNDER 4.5,1.48,1.0,5,LOSS,-1.0
2024-01-31,2024,E0,Liverpool,Chelsea,P Tierney,HIGH CONFIDENCE,1.6,2.6,4.2,3.1377466,0.20865959,0.7913404,0.6983725924959785,Rolling market,0.09296781821340261,STRONG UNDER,UNDER 4.5,1.43,1.0,6,LOSS,-1.0
