Season,total_bets,win_rate,roi,avg_profit,avg_edge
2026,23.0,0.782608695652174,0.12739130434782603,0.12739130434782603,0.1200853257931775
2025,49.0,0.7346938775510204,0.03326530612244897,0.03326530612244897,0.11562142468008359
2022,109.0,0.7706422018348624,-0.02853211009174311,-0.02853211009174311,0.12586333882391182
2024,84.0,0.5952380952380952,-0.10095238095238093,-0.10095238095238093,0.14320310041125978
2023,110.0,0.6181818181818182,-0.15,-0.15,0.14310688338127264
