predicted_cards_lte,total_cards_last5_lte,value_edge_gt,over_4_5_prob_lt,total_bets,minimum_40_bets,win_rate,roi,avg_edge,avg_profit,season_min_roi,referee_min_roi,league_min_roi,season_positive_roi_rate,referee_positive_roi_rate,league_positive_roi_rate,roi_stability_std,stability_score,roi_by_season,roi_by_referee,roi_by_league
2.5,3.5,0.12,0.3,31,NO,0.8387096774193549,0.08354838709677422,0.16365528927731163,0.08354838709677422,-0.12727272727272723,-0.5766666666666667,0.08354838709677422,0.6666666666666666,0.8571428571428571,1.0,0.21382865823137862,-0.1302802711346044,2022:19 bets/18.8%; 2023:11 bets/-12.7%; 2025:1 bets/41.0%,A Madley:3 bets/-57.7%; A Taylor:6 bets/-37.0%; C Kavanagh:1 bets/40.0%; C Pawson:2 bets/34.5%; D England:1 bets/34.0%; G Scott:1 bets/25.0%; J Brooks:1 bets/41.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:4 bets/25.2%; M Oliver:3 bets/27.7%; P Bankes:1 bets/35.0%; P Tierney:2 bets/35.5%; R Jones:3 bets/25.7%,E0:31 bets/8.4%
2.5,3.5,0.12,0.35,31,NO,0.8387096774193549,0.08354838709677422,0.16365528927731163,0.08354838709677422,-0.12727272727272723,-0.5766666666666667,0.08354838709677422,0.6666666666666666,0.8571428571428571,1.0,0.21382865823137862,-0.1302802711346044,2022:19 bets/18.8%; 2023:11 bets/-12.7%; 2025:1 bets/41.0%,A Madley:3 bets/-57.7%; A Taylor:6 bets/-37.0%; C Kavanagh:1 bets/40.0%; C Pawson:2 bets/34.5%; D England:1 bets/34.0%; G Scott:1 bets/25.0%; J Brooks:1 bets/41.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:4 bets/25.2%; M Oliver:3 bets/27.7%; P Bankes:1 bets/35.0%; P Tierney:2 bets/35.5%; R Jones:3 bets/25.7%,E0:31 bets/8.4%
2.5,3.5,0.12,0.4,31,NO,0.8387096774193549,0.08354838709677422,0.16365528927731163,0.08354838709677422,-0.12727272727272723,-0.5766666666666667,0.08354838709677422,0.6666666666666666,0.8571428571428571,1.0,0.21382865823137862,-0.1302802711346044,2022:19 bets/18.8%; 2023:11 bets/-12.7%; 2025:1 bets/41.0%,A Madley:3 bets/-57.7%; A Taylor:6 bets/-37.0%; C Kavanagh:1 bets/40.0%; C Pawson:2 bets/34.5%; D England:1 bets/34.0%; G Scott:1 bets/25.0%; J Brooks:1 bets/41.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:4 bets/25.2%; M Oliver:3 bets/27.7%; P Bankes:1 bets/35.0%; P Tierney:2 bets/35.5%; R Jones:3 bets/25.7%,E0:31 bets/8.4%
2.6,3.0,0.12,0.3,31,NO,0.8387096774193549,0.08258064516129032,0.16066871142507613,0.08258064516129032,-0.06099999999999994,-0.37,0.08258064516129032,0.75,0.75,1.0,0.07933850664367896,0.003242138517611362,2022:19 bets/12.4%; 2023:10 bets/-6.1%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:4 bets/-36.5%; A Taylor:4 bets/-5.5%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:1 bets/41.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:4 bets/-4.2%; P Bankes:1 bets/35.0%; R Jones:2 bets/25.0%; S Attwell:1 bets/34.0%,E0:31 bets/8.3%
2.6,3.0,0.12,0.35,31,NO,0.8387096774193549,0.08258064516129032,0.16066871142507613,0.08258064516129032,-0.06099999999999994,-0.37,0.08258064516129032,0.75,0.75,1.0,0.07933850664367896,0.003242138517611362,2022:19 bets/12.4%; 2023:10 bets/-6.1%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:4 bets/-36.5%; A Taylor:4 bets/-5.5%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:1 bets/41.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:4 bets/-4.2%; P Bankes:1 bets/35.0%; R Jones:2 bets/25.0%; S Attwell:1 bets/34.0%,E0:31 bets/8.3%
2.6,3.0,0.12,0.4,31,NO,0.8387096774193549,0.08258064516129032,0.16066871142507613,0.08258064516129032,-0.06099999999999994,-0.37,0.08258064516129032,0.75,0.75,1.0,0.07933850664367896,0.003242138517611362,2022:19 bets/12.4%; 2023:10 bets/-6.1%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:4 bets/-36.5%; A Taylor:4 bets/-5.5%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:1 bets/41.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:4 bets/-4.2%; P Bankes:1 bets/35.0%; R Jones:2 bets/25.0%; S Attwell:1 bets/34.0%,E0:31 bets/8.3%
2.7,3.0,0.1,0.3,37,NO,0.8378378378378378,0.0810810810810811,0.1555132314033454,0.0810810810810811,0.0016666666666667052,-0.375,0.0810810810810811,1.0,0.7647058823529411,1.0,0.03889945338384161,0.04218162769723949,2022:23 bets/9.4%; 2023:12 bets/0.2%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:4 bets/-36.5%; A Taylor:4 bets/-5.5%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:5 bets/2.2%; P Bankes:1 bets/35.0%; R Jones:3 bets/25.7%; S Attwell:2 bets/30.0%; S Hooper:1 bets/28.0%,E0:37 bets/8.1%
2.7,3.0,0.1,0.35,37,NO,0.8378378378378378,0.0810810810810811,0.1555132314033454,0.0810810810810811,0.0016666666666667052,-0.375,0.0810810810810811,1.0,0.7647058823529411,1.0,0.03889945338384161,0.04218162769723949,2022:23 bets/9.4%; 2023:12 bets/0.2%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:4 bets/-36.5%; A Taylor:4 bets/-5.5%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:5 bets/2.2%; P Bankes:1 bets/35.0%; R Jones:3 bets/25.7%; S Attwell:2 bets/30.0%; S Hooper:1 bets/28.0%,E0:37 bets/8.1%
2.7,3.0,0.1,0.4,37,NO,0.8378378378378378,0.0810810810810811,0.1555132314033454,0.0810810810810811,0.0016666666666667052,-0.375,0.0810810810810811,1.0,0.7647058823529411,1.0,0.03889945338384161,0.04218162769723949,2022:23 bets/9.4%; 2023:12 bets/0.2%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:4 bets/-36.5%; A Taylor:4 bets/-5.5%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:5 bets/2.2%; P Bankes:1 bets/35.0%; R Jones:3 bets/25.7%; S Attwell:2 bets/30.0%; S Hooper:1 bets/28.0%,E0:37 bets/8.1%
2.8,3.5,0.12,0.3,53,YES,0.8301886792452831,0.07962264150943398,0.16035802554098466,0.07962264150943398,-0.05499999999999996,-0.37,0.07962264150943398,0.75,0.7368421052631579,1.0,0.18225343147914444,-0.10263078996971046,2022:29 bets/12.7%; 2023:20 bets/-5.5%; 2025:1 bets/41.0%; 2026:3 bets/41.3%,A Madley:7 bets/-27.7%; A Taylor:8 bets/-17.2%; C Kavanagh:3 bets/33.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:4 bets/25.2%; M Oliver:4 bets/-4.2%; M Salisbury:1 bets/32.0%; P Bankes:3 bets/-9.7%; P Tierney:2 bets/35.5%; R Jones:5 bets/26.0%; S Attwell:2 bets/30.0%; S Hooper:1 bets/27.0%,E0:53 bets/8.0%
2.8,3.5,0.12,0.35,53,YES,0.8301886792452831,0.07962264150943398,0.16035802554098466,0.07962264150943398,-0.05499999999999996,-0.37,0.07962264150943398,0.75,0.7368421052631579,1.0,0.18225343147914444,-0.10263078996971046,2022:29 bets/12.7%; 2023:20 bets/-5.5%; 2025:1 bets/41.0%; 2026:3 bets/41.3%,A Madley:7 bets/-27.7%; A Taylor:8 bets/-17.2%; C Kavanagh:3 bets/33.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:4 bets/25.2%; M Oliver:4 bets/-4.2%; M Salisbury:1 bets/32.0%; P Bankes:3 bets/-9.7%; P Tierney:2 bets/35.5%; R Jones:5 bets/26.0%; S Attwell:2 bets/30.0%; S Hooper:1 bets/27.0%,E0:53 bets/8.0%
2.8,3.5,0.12,0.4,53,YES,0.8301886792452831,0.07962264150943398,0.16035802554098466,0.07962264150943398,-0.05499999999999996,-0.37,0.07962264150943398,0.75,0.7368421052631579,1.0,0.18225343147914444,-0.10263078996971046,2022:29 bets/12.7%; 2023:20 bets/-5.5%; 2025:1 bets/41.0%; 2026:3 bets/41.3%,A Madley:7 bets/-27.7%; A Taylor:8 bets/-17.2%; C Kavanagh:3 bets/33.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:4 bets/25.2%; M Oliver:4 bets/-4.2%; M Salisbury:1 bets/32.0%; P Bankes:3 bets/-9.7%; P Tierney:2 bets/35.5%; R Jones:5 bets/26.0%; S Attwell:2 bets/30.0%; S Hooper:1 bets/27.0%,E0:53 bets/8.0%
2.8,3.0,0.12,0.3,36,NO,0.8333333333333334,0.07916666666666668,0.1581750463450928,0.07916666666666668,-0.10499999999999994,-0.37,0.07916666666666668,0.75,0.75,1.0,0.08953550040021051,-0.01036883373354383,2022:21 bets/13.8%; 2023:12 bets/-10.5%; 2025:1 bets/41.0%; 2026:2 bets/40.5%,A Madley:4 bets/-36.5%; A Taylor:5 bets/3.8%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:4 bets/-4.2%; P Bankes:2 bets/-32.5%; R Jones:3 bets/25.7%; S Attwell:2 bets/30.0%,E0:36 bets/7.9%
2.8,3.0,0.12,0.35,36,NO,0.8333333333333334,0.07916666666666668,0.1581750463450928,0.07916666666666668,-0.10499999999999994,-0.37,0.07916666666666668,0.75,0.75,1.0,0.08953550040021051,-0.01036883373354383,2022:21 bets/13.8%; 2023:12 bets/-10.5%; 2025:1 bets/41.0%; 2026:2 bets/40.5%,A Madley:4 bets/-36.5%; A Taylor:5 bets/3.8%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:4 bets/-4.2%; P Bankes:2 bets/-32.5%; R Jones:3 bets/25.7%; S Attwell:2 bets/30.0%,E0:36 bets/7.9%
2.8,3.0,0.12,0.4,36,NO,0.8333333333333334,0.07916666666666668,0.1581750463450928,0.07916666666666668,-0.10499999999999994,-0.37,0.07916666666666668,0.75,0.75,1.0,0.08953550040021051,-0.01036883373354383,2022:21 bets/13.8%; 2023:12 bets/-10.5%; 2025:1 bets/41.0%; 2026:2 bets/40.5%,A Madley:4 bets/-36.5%; A Taylor:5 bets/3.8%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:4 bets/-4.2%; P Bankes:2 bets/-32.5%; R Jones:3 bets/25.7%; S Attwell:2 bets/30.0%,E0:36 bets/7.9%
2.6,3.0,0.05,0.3,36,NO,0.8333333333333334,0.07583333333333336,0.1513377690892293,0.07583333333333336,0.0008333333333333895,-0.375,0.07583333333333336,1.0,0.8235294117647058,1.0,0.03650983866794303,0.039323494665390334,2022:22 bets/8.7%; 2023:12 bets/0.1%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:4 bets/-36.5%; A Taylor:5 bets/1.0%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:1 bets/41.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:6 bets/7.5%; P Bankes:1 bets/35.0%; R Jones:2 bets/25.0%; S Attwell:1 bets/34.0%; S Hooper:1 bets/28.0%,E0:36 bets/7.6%
2.6,3.0,0.05,0.35,36,NO,0.8333333333333334,0.07583333333333336,0.1513377690892293,0.07583333333333336,0.0008333333333333895,-0.375,0.07583333333333336,1.0,0.8235294117647058,1.0,0.03650983866794303,0.039323494665390334,2022:22 bets/8.7%; 2023:12 bets/0.1%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:4 bets/-36.5%; A Taylor:5 bets/1.0%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:1 bets/41.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:6 bets/7.5%; P Bankes:1 bets/35.0%; R Jones:2 bets/25.0%; S Attwell:1 bets/34.0%; S Hooper:1 bets/28.0%,E0:36 bets/7.6%
2.6,3.0,0.05,0.4,36,NO,0.8333333333333334,0.07583333333333336,0.1513377690892293,0.07583333333333336,0.0008333333333333895,-0.375,0.07583333333333336,1.0,0.8235294117647058,1.0,0.03650983866794303,0.039323494665390334,2022:22 bets/8.7%; 2023:12 bets/0.1%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:4 bets/-36.5%; A Taylor:5 bets/1.0%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:1 bets/41.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:2 bets/26.5%; M Oliver:6 bets/7.5%; P Bankes:1 bets/35.0%; R Jones:2 bets/25.0%; S Attwell:1 bets/34.0%; S Hooper:1 bets/28.0%,E0:36 bets/7.6%
2.8,3.0,0.05,0.3,46,YES,0.8260869565217391,0.07565217391304349,0.14272792455315647,0.07565217391304349,-0.04571428571428567,-0.5833333333333334,0.07565217391304349,0.8,0.7777777777777778,1.0,0.055911077616509375,0.019741096296534116,2022:27 bets/7.3%; 2023:14 bets/-4.6%; 2024:1 bets/54.0%; 2025:2 bets/40.5%; 2026:2 bets/40.5%,A Madley:4 bets/-36.5%; A Taylor:6 bets/7.7%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:3 bets/-58.3%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:3 bets/26.0%; M Oliver:7 bets/12.1%; P Bankes:2 bets/-32.5%; P Tierney:1 bets/54.0%; R Jones:3 bets/25.7%; S Attwell:2 bets/30.0%; S Hooper:2 bets/27.5%,E0:46 bets/7.6%
2.8,3.0,0.05,0.35,46,YES,0.8260869565217391,0.07565217391304349,0.14272792455315647,0.07565217391304349,-0.04571428571428567,-0.5833333333333334,0.07565217391304349,0.8,0.7777777777777778,1.0,0.055911077616509375,0.019741096296534116,2022:27 bets/7.3%; 2023:14 bets/-4.6%; 2024:1 bets/54.0%; 2025:2 bets/40.5%; 2026:2 bets/40.5%,A Madley:4 bets/-36.5%; A Taylor:6 bets/7.7%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:3 bets/-58.3%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:3 bets/26.0%; M Oliver:7 bets/12.1%; P Bankes:2 bets/-32.5%; P Tierney:1 bets/54.0%; R Jones:3 bets/25.7%; S Attwell:2 bets/30.0%; S Hooper:2 bets/27.5%,E0:46 bets/7.6%
2.8,3.0,0.05,0.4,46,YES,0.8260869565217391,0.07565217391304349,0.14272792455315647,0.07565217391304349,-0.04571428571428567,-0.5833333333333334,0.07565217391304349,0.8,0.7777777777777778,1.0,0.055911077616509375,0.019741096296534116,2022:27 bets/7.3%; 2023:14 bets/-4.6%; 2024:1 bets/54.0%; 2025:2 bets/40.5%; 2026:2 bets/40.5%,A Madley:4 bets/-36.5%; A Taylor:6 bets/7.7%; C Kavanagh:1 bets/24.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:3 bets/-58.3%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:3 bets/26.0%; M Oliver:7 bets/12.1%; P Bankes:2 bets/-32.5%; P Tierney:1 bets/54.0%; R Jones:3 bets/25.7%; S Attwell:2 bets/30.0%; S Hooper:2 bets/27.5%,E0:46 bets/7.6%
2.7,3.5,0.1,0.3,53,YES,0.8301886792452831,0.07245283018867926,0.1554720056410833,0.07245283018867926,-0.008947368421052593,-0.375,0.07245283018867926,0.75,0.7894736842105263,1.0,0.17467061873828502,-0.10221778854960575,2022:32 bets/10.0%; 2023:19 bets/-0.9%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:6 bets/-15.7%; A Taylor:6 bets/-37.0%; C Kavanagh:2 bets/32.0%; C Pawson:3 bets/31.3%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:5 bets/0.2%; M Oliver:5 bets/2.2%; M Salisbury:1 bets/32.0%; P Bankes:2 bets/35.5%; P Tierney:2 bets/35.5%; R Jones:5 bets/26.0%; S Attwell:2 bets/30.0%; S Hooper:2 bets/27.5%,E0:53 bets/7.2%
2.7,3.5,0.1,0.35,53,YES,0.8301886792452831,0.07245283018867926,0.1554720056410833,0.07245283018867926,-0.008947368421052593,-0.375,0.07245283018867926,0.75,0.7894736842105263,1.0,0.17467061873828502,-0.10221778854960575,2022:32 bets/10.0%; 2023:19 bets/-0.9%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:6 bets/-15.7%; A Taylor:6 bets/-37.0%; C Kavanagh:2 bets/32.0%; C Pawson:3 bets/31.3%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:5 bets/0.2%; M Oliver:5 bets/2.2%; M Salisbury:1 bets/32.0%; P Bankes:2 bets/35.5%; P Tierney:2 bets/35.5%; R Jones:5 bets/26.0%; S Attwell:2 bets/30.0%; S Hooper:2 bets/27.5%,E0:53 bets/7.2%
2.7,3.5,0.1,0.4,53,YES,0.8301886792452831,0.07245283018867926,0.1554720056410833,0.07245283018867926,-0.008947368421052593,-0.375,0.07245283018867926,0.75,0.7894736842105263,1.0,0.17467061873828502,-0.10221778854960575,2022:32 bets/10.0%; 2023:19 bets/-0.9%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:6 bets/-15.7%; A Taylor:6 bets/-37.0%; C Kavanagh:2 bets/32.0%; C Pawson:3 bets/31.3%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:5 bets/0.2%; M Oliver:5 bets/2.2%; M Salisbury:1 bets/32.0%; P Bankes:2 bets/35.5%; P Tierney:2 bets/35.5%; R Jones:5 bets/26.0%; S Attwell:2 bets/30.0%; S Hooper:2 bets/27.5%,E0:53 bets/7.2%
2.6,3.5,0.12,0.3,41,YES,0.8292682926829268,0.07170731707317074,0.16150011867333827,0.07170731707317074,-0.09866666666666664,-0.37,0.07170731707317074,0.75,0.7647058823529411,1.0,0.19217568398844168,-0.12046836691527094,2022:24 bets/15.0%; 2023:15 bets/-9.9%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:5 bets/-24.0%; A Taylor:6 bets/-37.0%; C Kavanagh:2 bets/32.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:1 bets/41.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:4 bets/25.2%; M Oliver:4 bets/-4.2%; P Bankes:1 bets/35.0%; P Tierney:2 bets/35.5%; R Jones:4 bets/25.8%; S Attwell:1 bets/34.0%,E0:41 bets/7.2%
2.6,3.5,0.12,0.35,41,YES,0.8292682926829268,0.07170731707317074,0.16150011867333827,0.07170731707317074,-0.09866666666666664,-0.37,0.07170731707317074,0.75,0.7647058823529411,1.0,0.19217568398844168,-0.12046836691527094,2022:24 bets/15.0%; 2023:15 bets/-9.9%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:5 bets/-24.0%; A Taylor:6 bets/-37.0%; C Kavanagh:2 bets/32.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:1 bets/41.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:4 bets/25.2%; M Oliver:4 bets/-4.2%; P Bankes:1 bets/35.0%; P Tierney:2 bets/35.5%; R Jones:4 bets/25.8%; S Attwell:1 bets/34.0%,E0:41 bets/7.2%
2.6,3.5,0.12,0.4,41,YES,0.8292682926829268,0.07170731707317074,0.16150011867333827,0.07170731707317074,-0.09866666666666664,-0.37,0.07170731707317074,0.75,0.7647058823529411,1.0,0.19217568398844168,-0.12046836691527094,2022:24 bets/15.0%; 2023:15 bets/-9.9%; 2025:1 bets/41.0%; 2026:1 bets/40.0%,A Madley:5 bets/-24.0%; A Taylor:6 bets/-37.0%; C Kavanagh:2 bets/32.0%; C Pawson:2 bets/34.5%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:1 bets/25.0%; J Brooks:1 bets/41.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:4 bets/25.2%; M Oliver:4 bets/-4.2%; P Bankes:1 bets/35.0%; P Tierney:2 bets/35.5%; R Jones:4 bets/25.8%; S Attwell:1 bets/34.0%,E0:41 bets/7.2%
2.7,3.5,0.08,0.3,57,YES,0.8245614035087719,0.07087719298245614,0.15088500756595938,0.07087719298245614,-0.008947368421052593,-0.375,0.07087719298245614,0.8,0.7894736842105263,1.0,0.1918354503667022,-0.12095825738424605,2022:33 bets/6.7%; 2023:19 bets/-0.9%; 2024:1 bets/54.0%; 2025:3 bets/35.7%; 2026:1 bets/40.0%,A Madley:7 bets/-27.7%; A Taylor:6 bets/-37.0%; C Kavanagh:2 bets/32.0%; C Pawson:3 bets/31.3%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:5 bets/0.2%; M Oliver:6 bets/8.5%; M Salisbury:2 bets/29.0%; P Bankes:2 bets/35.5%; P Tierney:3 bets/41.7%; R Jones:5 bets/26.0%; S Attwell:2 bets/30.0%; S Hooper:2 bets/27.5%,E0:57 bets/7.1%
2.7,3.5,0.08,0.35,57,YES,0.8245614035087719,0.07087719298245614,0.15088500756595938,0.07087719298245614,-0.008947368421052593,-0.375,0.07087719298245614,0.8,0.7894736842105263,1.0,0.1918354503667022,-0.12095825738424605,2022:33 bets/6.7%; 2023:19 bets/-0.9%; 2024:1 bets/54.0%; 2025:3 bets/35.7%; 2026:1 bets/40.0%,A Madley:7 bets/-27.7%; A Taylor:6 bets/-37.0%; C Kavanagh:2 bets/32.0%; C Pawson:3 bets/31.3%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:5 bets/0.2%; M Oliver:6 bets/8.5%; M Salisbury:2 bets/29.0%; P Bankes:2 bets/35.5%; P Tierney:3 bets/41.7%; R Jones:5 bets/26.0%; S Attwell:2 bets/30.0%; S Hooper:2 bets/27.5%,E0:57 bets/7.1%
2.7,3.5,0.08,0.4,57,YES,0.8245614035087719,0.07087719298245614,0.15088500756595938,0.07087719298245614,-0.008947368421052593,-0.375,0.07087719298245614,0.8,0.7894736842105263,1.0,0.1918354503667022,-0.12095825738424605,2022:33 bets/6.7%; 2023:19 bets/-0.9%; 2024:1 bets/54.0%; 2025:3 bets/35.7%; 2026:1 bets/40.0%,A Madley:7 bets/-27.7%; A Taylor:6 bets/-37.0%; C Kavanagh:2 bets/32.0%; C Pawson:3 bets/31.3%; D Coote:2 bets/-37.0%; D England:2 bets/37.0%; G Scott:2 bets/-37.5%; J Brooks:2 bets/38.0%; J Gillett:1 bets/32.0%; J Moss:2 bets/26.0%; K Friend:1 bets/26.0%; M Atkinson:5 bets/0.2%; M Oliver:6 bets/8.5%; M Salisbury:2 bets/29.0%; P Bankes:2 bets/35.5%; P Tierney:3 bets/41.7%; R Jones:5 bets/26.0%; S Attwell:2 bets/30.0%; S Hooper:2 bets/27.5%,E0:57 bets/7.1%
